Entity,Code,Year,Oil,Gas,Coal
Romania,ROU,2024,137.63705,94.53307,25.340618
Russia,RUS,1985,2936.284,3560.848,2303.885
Russia,RUS,1986,2971.3591,3602.143,2366.461
Russia,RUS,1987,2995.656,3809.967,2402.5642
Russia,RUS,1988,2972.0117,4020.562,2367.1018
Russia,RUS,1989,3027.4558,4080.3362,2288.8674
Russia,RUS,1990,2984.632,4141.95,2120.2134
Russia,RUS,1991,2908.4788,4249.5483,1942.911
Russia,RUS,1992,2777.474,4113.449,1825.7065
Russia,RUS,1993,2316.0288,4101.4873,1647.8698
Russia,RUS,1994,2046.0374,3853.2012,1441.2252
Russia,RUS,1995,1785.4498,3724.4517,1388.3457
Russia,RUS,1996,1539.5094,3745.2307,1362.637
Russia,RUS,1997,1526.9076,3454.0825,1256.4481
Russia,RUS,1998,1462.641,3595.7024,1176.4507
Russia,RUS,1999,1495.316,3584.6611,1185.9927
Russia,RUS,2000,1465.8062,3661.913,1230.0566
Russia,RUS,2001,1509.4218,3721.688,1199.908
Russia,RUS,2002,1456.2139,3766.7493,1204.9395
Russia,RUS,2003,1509.1854,3855.9521,1212.4135
Russia,RUS,2004,1488.4772,3956.1902,1161.7518
Russia,RUS,2005,1493.8192,4004.0103,1099.9027
Russia,RUS,2006,1569.5916,4217.3613,1128.3627
Russia,RUS,2007,1561.667,4288.172,1092.2435
Russia,RUS,2008,1611.6493,4227.477,1171.354
Russia,RUS,2009,1546.3186,3977.8933,1071.749
Russia,RUS,2010,1604.9197,4239.202,1052.6758
Russia,RUS,2011,1721.7162,4356.3613,1093.3363
Russia,RUS,2012,1780.8062,4286.259,1144.6245
Russia,RUS,2013,1785.0247,4248.6743,1052.6312
Russia,RUS,2014,1875.5392,4221.9824,1018.4391
Russia,RUS,2015,1812.3582,4086.7483,1071.3556
Russia,RUS,2016,1839.1206,4206.464,1037.9774
Russia,RUS,2017,1833.1202,4311.006,976.10596
Russia,RUS,2018,1850.8489,4544.993,1007.8558
Russia,RUS,2019,1888.7246,4443.1274,990.7597
Russia,RUS,2020,1815.7542,4234.834,910.9779
Russia,RUS,2021,1930.4956,4315.445,947.61237
Russia,RUS,2022,1982.0867,4484.05,1062.2084
Russia,RUS,2023,2077.0332,4533.7095,1060.0856
Russia,RUS,2024,2129.1025,4770.2354,1041.3788
Saudi Arabia,SAU,1965,229.13556,6.004,0
Saudi Arabia,SAU,1966,231.1016,7.2200003,0
Saudi Arabia,SAU,1967,233.06764,8.69725,0
Saudi Arabia,SAU,1968,235.05855,10.459499,0
Saudi Arabia,SAU,1969,237.07053,12.59225,0
Saudi Arabia,SAU,1970,247.49394,15.361501,0
Saudi Arabia,SAU,1971,250.4564,12.8155,0
Saudi Arabia,SAU,1972,267.64355,14.525499,0
Saudi Arabia,SAU,1973,283.90036,17.1,0
Saudi Arabia,SAU,1974,297.71277,21.641,0
Saudi Arabia,SAU,1975,227.51585,25.744999,0
Saudi Arabia,SAU,1976,265.00204,27.792252,0
Saudi Arabia,SAU,1977,306.651,39.1115,0
Saudi Arabia,SAU,1978,331.40424,53.9315,0
Saudi Arabia,SAU,1979,400.6283,66.215,0
Saudi Arabia,SAU,1980,327.53833,92.378,0
Saudi Arabia,SAU,1981,393.52573,107.711,0
Saudi Arabia,SAU,1982,437.69144,114.1615,0
Saudi Arabia,SAU,1983,486.50903,111.47301,0
Saudi Arabia,SAU,1984,542.398,172.9,0
Saudi Arabia,SAU,1985,551.1338,178.6,0
Saudi Arabia,SAU,1986,545.259,239.40001,0
Saudi Arabia,SAU,1987,577.13806,254.59999,0
Saudi Arabia,SAU,1988,593.8246,276.45,0
Saudi Arabia,SAU,1989,573.4453,283.1,0
Saudi Arabia,SAU,1990,609.89703,318.44,0
Saudi Arabia,SAU,1991,638.3373,334.115,0
Saudi Arabia,SAU,1992,618.3813,363.375,0
Saudi Arabia,SAU,1993,622.47034,380.37997,0
Saudi Arabia,SAU,1994,753.26544,406.315,0
Saudi Arabia,SAU,1995,722.1709,407.83502,0
Saudi Arabia,SAU,1996,746.65784,421.895,0
Saudi Arabia,SAU,1997,759.519,430.72998,0
Saudi Arabia,SAU,1998,807.787,444.78998,0
Saudi Arabia,SAU,1999,836.53033,438.9,0
Saudi Arabia,SAU,2000,861.68463,473.195,0
Saudi Arabia,SAU,2001,912.18567,510.055,0.09176536
Saudi Arabia,SAU,2002,942.5885,538.64996,0.1442027
Saudi Arabia,SAU,2003,998.4375,570.57,0.18353072
Saudi Arabia,SAU,2004,1078.3237,623.96,0.1638667
Saudi Arabia,SAU,2005,1134.0006,676.78,0.3253213
Saudi Arabia,SAU,2006,1202.0599,697.8795,0.23053423
Saudi Arabia,SAU,2007,1236.4219,706.99005,0.645176
Saudi Arabia,SAU,2008,1363.5358,764.18005,0.74641937
Saudi Arabia,SAU,2009,1459.5881,745.275,0.27347386
Saudi Arabia,SAU,2010,1617.5393,832.77,0.7860292
Saudi Arabia,SAU,2011,1680.0405,876.47003,0.7656639
Saudi Arabia,SAU,2012,1769.6074,943.63495,0.89776665
Saudi Arabia,SAU,2013,1779.6705,950.285,1.1490005
Saudi Arabia,SAU,2014,1957.39,972.61,1.5928696
Saudi Arabia,SAU,2015,2063.1904,992.275,1.036424
Saudi Arabia,SAU,2016,2125.6958,1053.17,0.8553121
Saudi Arabia,SAU,2017,2087.7917,1092.5021,1.3395643
Saudi Arabia,SAU,2018,1979.1284,1121,1.1144836
Saudi Arabia,SAU,2019,1854.1469,1111.5,1.1725581
Saudi Arabia,SAU,2020,1754.3173,1130.5,1.0281849
Saudi Arabia,SAU,2021,1833.8433,1144.6068,1.2788857
Saudi Arabia,SAU,2022,1976.0636,1167.4989,1.2508404
Saudi Arabia,SAU,2023,2013.4003,1173.547,1.5484158
Saudi Arabia,SAU,2024,2048.4558,1214.8248,1.720797
Singapore,SGP,1965,47.841488,0,0.04652
Singapore,SGP,1966,54.685574,0,0.058149997
Singapore,SGP,1967,65.72113,0,0.03489
Singapore,SGP,1968,81.66476,0,0.06978
Singapore,SGP,1969,80.28362,0,0.03489
Singapore,SGP,1970,87.17049,0,0.03489
Singapore,SGP,1971,75.6517,0,0.046171103
Singapore,SGP,1972,94.752754,0,0.034831848
Singapore,SGP,1973,89.27612,0,0.050497457
Singapore,SGP,1974,87.99668,0,0.061836712
Singapore,SGP,1975,85.97112,0,0.01483988
Singapore,SGP,1976,101.95272,0,0.03916984
Singapore,SGP,1977,102.324135,0,0.050497457
Singapore,SGP,1978,105.32004,0,0.05360267
Singapore,SGP,1979,112.32548,0,0.00783862
Singapore,SGP,1980,111.53652,0,0.03463414
Singapore,SGP,1981,128.3062,0,0.05360267
Singapore,SGP,1982,124.87468,0,0.01896853
Singapore,SGP,1983,132.27364,0,0.03793706
Singapore,SGP,1984,139.04439,0,0.05813837
Singapore,SGP,1985,141.7617,0,0.13194235
Singapore,SGP,1986,164.40309,0,0.081630975
Singapore,SGP,1987,172.8289,0,0.13646643
Singapore,SGP,1988,199.9983,0,0.15997064
Singapore,SGP,1989,228.1219,0,0.14430504
Singapore,SGP,1990,272.58282,0,0.24944024
Singapore,SGP,1991,277.38525,0,0.14760797
Singapore,SGP,1992,287.14056,10.45,0.21480611
Singapore,SGP,1993,310.94153,14.25,0.2382987
Singapore,SGP,1994,357.7661,14.25,0.28530714
Singapore,SGP,1995,373.77563,14.25,0.1331635
Singapore,SGP,1996,377.44174,14.25,0.00330292
Singapore,SGP,1997,397.76855,14.25,0
Singapore,SGP,1998,403.47717,14.25,0
Singapore,SGP,1999,399.2941,14.25,0
Singapore,SGP,2000,425.65808,16.57425,0
Singapore,SGP,2001,455.65408,43.556496,0
Singapore,SGP,2002,433.57513,47.076763,0.07832805
Singapore,SGP,2003,401.47992,51.111916,0.10183228
Singapore,SGP,2004,450.03885,61.872314,0.08042145
Singapore,SGP,2005,478.8211,61.858868,0.097692005
Singapore,SGP,2006,515.75745,81.496605,0.058149997
Singapore,SGP,2007,565.32025,81.496605,0.094203
Singapore,SGP,2008,601.7366,87.142586,0.056987002
Singapore,SGP,2009,648.4628,91.80641,0.04652
Singapore,SGP,2010,706.69885,83.36057,0.09071401
Singapore,SGP,2011,739.26874,82.87125,0.074432
Singapore,SGP,2012,739.6302,89.3,0.289587
Singapore,SGP,2013,737.6251,100.15245,3.064505
Singapore,SGP,2014,749.61005,103.89519,4.518255
Singapore,SGP,2015,788.3816,115.78651,4.726432
Singapore,SGP,2016,834.12115,119.02109,4.95438
Singapore,SGP,2017,849.9722,122.87654,10.446066
Singapore,SGP,2018,862.3708,122.86282,5.5521617
Singapore,SGP,2019,840.75433,125.487816,5.3252683
Singapore,SGP,2020,779.38904,125.983604,5.036953
Singapore,SGP,2021,769.9446,133.51857,5.397483
Singapore,SGP,2022,755.3795,130.59363,4.822961
Singapore,SGP,2023,859.01306,123.31395,3.911871
Singapore,SGP,2024,914.6049,129.81769,3.506198
Slovakia,SVK,1965,27.0471,2.9852998,70.23055
Slovakia,SVK,1966,29.85093,3.3201,71.11373
Slovakia,SVK,1967,33.213135,3.9804,68.57309
Slovakia,SVK,1968,36.702866,8.9115,72.11789
Slovakia,SVK,1969,39.373753,9.03125,75.856255
Slovakia,SVK,1970,47.31742,12.127501,76.473274
Slovakia,SVK,1971,52.108093,15.223749,80.22374
Slovakia,SVK,1972,56.999817,16.532,81.654236
Slovakia,SVK,1973,64.09421,18.1565,79.398
Slovakia,SVK,1974,65.71883,22.13625,79.13052
Slovakia,SVK,1975,72.499275,25.3425,78.79325
Slovakia,SVK,1976,76.63874,27.97925,78.09544
Slovakia,SVK,1977,80.18542,31.79825,80.212105
Slovakia,SVK,1978,82.978584,35.63,84.10816
Slovakia,SVK,1979,84.33484,36.769,82.7242
Slovakia,SVK,1980,78.43337,26.953249,94.15648
Slovakia,SVK,1981,77.34563,27.98575,91.63277
Slovakia,SVK,1982,70.84797,29.2225,93.2726
Slovakia,SVK,1983,69.36173,30.00925,93.40053
Slovakia,SVK,1984,73.744385,34.059002,99.35509
Slovakia,SVK,1985,73.22342,34.998,98.564255
Slovakia,SVK,1986,70.87256,37.484,91.039635
Slovakia,SVK,1987,69.351006,39.5915,95.63349
Slovakia,SVK,1988,67.788506,38.9665,99.6691
Slovakia,SVK,1989,67.18965,44.0555,96.13358
Slovakia,SVK,1990,58.39318,59.173,91.0761
Slovakia,SVK,1991,51.292625,52.629,80.93565
Slovakia,SVK,1992,46.66264,57.8885,72.108894
Slovakia,SVK,1993,38.617085,57.3265,71.18895
Slovakia,SVK,1994,39.998745,54.73375,63.494576
Slovakia,SVK,1995,38.879288,60.676003,63.31123
Slovakia,SVK,1996,40.55369,63.94625,62.28408
Slovakia,SVK,1997,40.502552,64.8905,58.49133
Slovakia,SVK,1998,45.370716,65.936745,53.26533
Slovakia,SVK,1999,41.134815,66.73475,52.974533
Slovakia,SVK,2000,40.86502,67.17975,49.753967
Slovakia,SVK,2001,37.862465,71.738,51.437572
Slovakia,SVK,2002,42.1887,68.23725,49.823803
Slovakia,SVK,2003,39.815987,65.927,53.990612
Slovakia,SVK,2004,39.15278,63.9465,52.95689
Slovakia,SVK,2005,46.30309,68.64875,49.093872
Slovakia,SVK,2006,42.981777,62.54475,51.19868
Slovakia,SVK,2007,45.140682,59.189003,45.88004
Slovakia,SVK,2008,47.469074,60.08425,45.75521
Slovakia,SVK,2009,43.66324,51.467503,44.543774
Slovakia,SVK,2010,45.787838,58.22475,44.787094
Slovakia,SVK,2011,45.026745,53.929,42.458443
Slovakia,SVK,2012,41.787235,50.76875,40.04157
Slovakia,SVK,2013,41.73799,53.01,39.80115
Slovakia,SVK,2014,38.726368,43.87225,39.089558
Slovakia,SVK,2015,42.219578,45.118,37.68276
Slovakia,SVK,2016,44.018665,45.30275,37.19309
Slovakia,SVK,2017,49.12412,48.109447,38.865448
Slovakia,SVK,2018,49.682873,47.416214,38.57444
Slovakia,SVK,2019,47.017704,47.522778,31.42767
Slovakia,SVK,2020,46.984623,47.546387,26.940104
Slovakia,SVK,2021,49.438286,52.92877,32.704887
Slovakia,SVK,2022,50.027363,44.098713,27.929153
Slovakia,SVK,2023,49.066074,41.981422,27.400698
Slovakia,SVK,2024,48.970085,43.445286,22.141424
Slovenia,SVN,1990,20.01729,8.92175,18.300968
Slovenia,SVN,1991,19.361153,8.482,16.70882
Slovenia,SVN,1992,18.788427,7.16175,17.405458
Slovenia,SVN,1993,22.699755,7.11325,16.590195
Slovenia,SVN,1994,24.543419,7.74575,15.452782
Slovenia,SVN,1995,26.54689,8.597,16.029629
Slovenia,SVN,1996,30.701279,8.7345,14.79336
Slovenia,SVN,1997,30.70264,9.285001,16.401789
Slovenia,SVN,1998,29.418524,9.511749,16.609966
Slovenia,SVN,1999,29.493504,9.929,15.194595
Slovenia,SVN,2000,28.008863,9.598017,15.787772
Slovenia,SVN,2001,29.408028,9.881983,16.738373
Slovenia,SVN,2002,28.555616,9.531758,18.233456
Slovenia,SVN,2003,28.93552,10.544567,17.301334
Slovenia,SVN,2004,29.82088,10.45011,17.590212
Slovenia,SVN,2005,30.444403,10.784431,17.650805
Slovenia,SVN,2006,31.640657,10.457741,17.99839
Slovenia,SVN,2007,31.267454,10.634877,18.29556
Slovenia,SVN,2008,36.390366,10.213975,17.62708
Slovenia,SVN,2009,30.854256,9.665117,16.366154
Slovenia,SVN,2010,30.972471,10.028044,16.697203
Slovenia,SVN,2011,30.851475,8.580589,16.927105
Slovenia,SVN,2012,30.20445,8.253386,16.072126
Slovenia,SVN,2013,28.55647,8.10667,15.524713
Slovenia,SVN,2014,28.241379,7.2808156,12.253065
Slovenia,SVN,2015,27.81775,7.7243404,12.382635
Slovenia,SVN,2016,29.852818,8.190601,13.235522
Slovenia,SVN,2017,30.5679,8.62206,13.194513
Slovenia,SVN,2018,31.447231,8.530561,12.898891
Slovenia,SVN,2019,29.976591,8.56711,12.194521
Slovenia,SVN,2020,25.082165,8.551606,11.74366
Slovenia,SVN,2021,26.84194,9.00705,10.787278
Slovenia,SVN,2022,28.227678,7.9449115,8.716149
Slovenia,SVN,2023,26.136494,7.666729,8.327312
Slovenia,SVN,2024,25.939632,8.303592,10.085153
South Africa,ZAF,1965,67.35819,0,286.76093
South Africa,ZAF,1966,73.19014,0,283.13235
South Africa,ZAF,1967,79.76973,0,291.30823
South Africa,ZAF,1968,86.71,0,304.92697
South Africa,ZAF,1969,95.325165,0,307.9275
South Africa,ZAF,1970,103.30021,0,318.10376
South Africa,ZAF,1971,112.90513,0.61478674,340.1753
South Africa,ZAF,1972,123.06213,0.91639817,342.58466
South Africa,ZAF,1973,135.76929,0.9926763,364.9302
South Africa,ZAF,1974,132.2976,1.1645408,382.28513
South Africa,ZAF,1975,140.55472,1.5310788,408.01
South Africa,ZAF,1976,142.11978,1.5463557,428.38846
South Africa,ZAF,1977,140.73819,1.4814291,443.7921
South Africa,ZAF,1978,147.81738,1.5196213,431.03107
South Africa,ZAF,1979,140.08987,1.8785208,459.7468
South Africa,ZAF,1980,144.07216,2.1266634,496.73206
South Africa,ZAF,1981,156.1146,2.0636463,588.86005
South Africa,ZAF,1982,158.24547,1.8785208,645.58716
South Africa,ZAF,1983,159.86389,2.128573,655.7013
South Africa,ZAF,1984,174.05658,2.1352565,706.5366
South Africa,ZAF,1985,170.03987,2.0160124,725.57367
South Africa,ZAF,1986,164.14243,2.1152058,735.66565
South Africa,ZAF,1987,173.64066,1.9568146,748.57306
South Africa,ZAF,1988,191.27434,1.974001,809.92725
South Africa,ZAF,1989,198.1788,2.0121932,755.8787
South Africa,ZAF,1990,200.10172,19.708776,782.89764
South Africa,ZAF,1991,201.7545,19.93968,768.75287
South Africa,ZAF,1992,208.36374,18.411568,771.6844
South Africa,ZAF,1993,216.77267,12.738033,774.72943
South Africa,ZAF,1994,226.23352,12.754265,799.63
South Africa,ZAF,1995,241.26068,12.911384,829.7133
South Africa,ZAF,1996,248.50722,11.2445545,842.5073
South Africa,ZAF,1997,252.60281,9.315007,861.0868
South Africa,ZAF,1998,256.45294,9.297571,835.2281
South Africa,ZAF,1999,259.98068,11.863834,872.69934
South Africa,ZAF,2000,264.2983,11.396028,867.96533
South Africa,ZAF,2001,269.9824,13.8290615,871.06885
South Africa,ZAF,2002,276.9421,13.919589,828.59814
South Africa,ZAF,2003,286.9232,10.525238,920.9662
South Africa,ZAF,2004,297.69238,24.34282,1009.1068
South Africa,ZAF,2005,298.21884,34.55495,930.26404
South Africa,ZAF,2006,304.0121,37.446712,947.5279
South Africa,ZAF,2007,310.24753,37.908703,972.9775
South Africa,ZAF,2008,294.21274,39.219204,1085.5026
South Africa,ZAF,2009,288.54617,33.239956,1091.1696
South Africa,ZAF,2010,302.4367,41.220562,1079.5363
South Africa,ZAF,2011,306.0354,42.809494,1052.6561
South Africa,ZAF,2012,313.72104,43.573288,1027.3839
South Africa,ZAF,2013,319.58032,40.54369,1027.6122
South Africa,ZAF,2014,316.09113,42.982246,1040.7197
South Africa,ZAF,2015,344.80014,43.186268,976.4878
South Africa,ZAF,2016,331.5981,36.546562,1050.0541
South Africa,ZAF,2017,332.06955,40.109257,1032.9448
South Africa,ZAF,2018,321.92374,44.10787,980.2603
South Africa,ZAF,2019,315.92084,42.61174,1044.748
South Africa,ZAF,2020,274.01355,39.705296,1022.6868
South Africa,ZAF,2021,288.2328,41.99294,996.153
South Africa,ZAF,2022,287.79996,42.69491,938.5394
South Africa,ZAF,2023,290.035,47.449333,955.8484
South Africa,ZAF,2024,267.99243,47.71033,976.2326
South America,,1965,748.86774,136.25314,66.62469
South America,,1966,797.45856,144.37679,67.29803
South America,,1967,816.93567,155.30937,71.30021
South America,,1968,883.4704,163.17763,68.36894
South America,,1969,919.49896,168.62686,74.43404
South America,,1970,963.91394,168.84637,82.698456
South America,,1971,1022.6999,172.76349,76.8949
South America,,1972,1095.892,183.04575,75.2593
South America,,1973,1196.4884,211.0489,78.5963
South America,,1974,1262.2919,225.83922,85.87847
South America,,1975,1259.2131,226.1753,90.0892
South America,,1976,1320.3417,265.03424,90.75427
South America,,1977,1380.9922,284.32254,103.45253
South America,,1978,1445.5503,290.74673,110.90812
South America,,1979,1524.208,313.8104,117.43261
South America,,1980,1545.6742,332.27032,124.2896
South America,,1981,1508.8494,340.61923,122.71795
South America,,1982,1499.7385,374.74255,123.053856
South America,,1983,1437.8907,388.0721,135.7728
South America,,1984,1409.7246,420.16827,156.72926
South America,,1985,1421.0114,428.90402,179.82538
South America,,1986,1499.6467,465.95,182.37997
South America,,1987,1537.622,465.10858,199.6647
South America,,1988,1589.618,501.54425,198.1975
South America,,1989,1576.9712,521.82526,214.54185
South America,,1990,1568.3661,540.36786,179.87614
South America,,1991,1594.2153,549.3064,190.32883
South America,,1992,1683.9165,568.6452,200.23804
South America,,1993,1703.322,609.32544,202.43074
South America,,1994,1816.4816,634.7492,215.73961
South America,,1995,1893.7897,700.08966,219.18005
South America,,1996,1941.6263,773.37274,225.47377
South America,,1997,2070.066,783.8485,242.6298
South America,,1998,2120.9734,845.75946,237.44542
South America,,1999,2145.5715,827.17554,234.50664
South America,,2000,2155.6655,875.3867,236.40985
South America,,2001,2169.7778,909.8304,222.49557
South America,,2002,2144.632,911.9397,212.98389
South America,,2003,2058.8918,943.7164,222.6734
South America,,2004,2180.8113,1059.8514,234.2243
South America,,2005,2244.4363,1091.0902,220.90196
South America,,2006,2330.325,1160.6055,255.3773
South America,,2007,2486.7866,1190.2633,272.51825
South America,,2008,2614.0615,1197.7673,292.82364
South America,,2009,2606.8052,1143.1996,245.31589
South America,,2010,2731.6204,1240.7551,301.7665
South America,,2011,2858.7263,1289.0256,318.62106
South America,,2012,3018.7058,1383.2858,336.93686
South America,,2013,3148.2017,1433.6261,365.95923
South America,,2014,3151.937,1484.2368,383.0173
South America,,2015,3019.527,1545.6105,375.49203
South America,,2016,2924.6184,1535.0197,359.22595
South America,,2017,2874.7004,1542.5391,356.39108
South America,,2018,2758.9421,1474.0209,346.33652
South America,,2019,2738.8474,1400.143,337.8764
South America,,2020,2393.7222,1283.8467,299.86218
South America,,2021,2666.482,1471.5544,338.96014
South America,,2022,2871.0781,1409.6483,304.47842
South America,,2023,2930.037,1399.6895,276.5406
South America,,2024,2906.461,1471.1821,265.4164
South Korea,KOR,1965,15.124584,0,57.59176
South Korea,KOR,1966,22.645342,0,65.20941
South Korea,KOR,1967,39.25714,0,62.20887
South Korea,KOR,1968,58.03968,0,58.7315
South Korea,KOR,1969,78.770836,0,61.33662
South Korea,KOR,1970,98.390976,0,65.46527
South Korea,KOR,1971,111.12396,0,66.16307
South Korea,KOR,1972,115.992966,0,67.81453
South Korea,KOR,1973,142.77956,0,85.75962
South Korea,KOR,1974,147.48793,0,88.44615
South Korea,KOR,1975,167.17403,0,93.44705
South Korea,KOR,1976,187.67162,0,104.169914
South Korea,KOR,1977,223.60997,0,113.71814
South Korea,KOR,1978,255.69792,0,115.06722
South Korea,KOR,1979,287.68427,0,137.73409
South Korea,KOR,1980,284.98254,0,153.50438
South Korea,KOR,1981,282.14676,0,177.29004
South Korea,KOR,1982,280.0684,0,179.69048
South Korea,KOR,1983,293.03107,0,191.79149
South Korea,KOR,1984,294.2903,0,231.05322
South Korea,KOR,1985,311.11945,0,256.117
South Korea,KOR,1986,338.9009,0.711756,271.32788
South Korea,KOR,1987,356.26428,22.02257,274.9204
South Korea,KOR,1988,425.95413,28.449305,292.63754
South Korea,KOR,1989,486.68192,27.528212,284.84778
South Korea,KOR,1990,589.9107,31.64174,293.26987
South Korea,KOR,1991,717.3476,36.655434,300.8378
South Korea,KOR,1992,868.07513,47.94933,291.14114
South Korea,KOR,1993,953.18195,59.902637,319.40662
South Korea,KOR,1994,1046.2953,79.7376,332.49234
South Korea,KOR,1995,1141.5756,96.432465,343.2404
South Korea,KOR,1996,1221.4814,127.40433,398.4051
South Korea,KOR,1997,1342.7759,154.82787,422.181
South Korea,KOR,1998,1117.2625,144.84235,435.1025
South Korea,KOR,1999,1198.39,176.35849,460.11197
South Korea,KOR,2000,1227.263,198.07751,514.09827
South Korea,KOR,2001,1227.4758,217.57753,547.12946
South Korea,KOR,2002,1249.2571,241.77724,586.0149
South Korea,KOR,2003,1259.7499,253.2386,608.5372
South Korea,KOR,2004,1250.866,296.7499,641.9888
South Korea,KOR,2005,1257.2521,317.72577,652.5909
South Korea,KOR,2006,1258.554,334.98584,674.4474
South Korea,KOR,2007,1292.2332,362.81763,708.92957
South Korea,KOR,2008,1232.2426,373.36838,788.669
South Korea,KOR,2009,1246.881,354.91504,819.01263
South Korea,KOR,2010,1273.9978,450.16473,916.1711
South Korea,KOR,2011,1286.9048,484.45462,1002.5109
South Korea,KOR,2012,1332.9847,525.2864,961.5278
South Korea,KOR,2013,1335.017,549.75824,960.94836
South Korea,KOR,2014,1329.7906,500.03998,990.38495
South Korea,KOR,2015,1393.7773,456.49728,994.67096
South Korea,KOR,2016,1519.5157,476.43692,968.0773
South Korea,KOR,2017,1504.5671,497.5639,1027.2557
South Korea,KOR,2018,1499.6987,578.0401,1057.8835
South Korea,KOR,2019,1486.9941,560.3383,997.1185
South Korea,KOR,2020,1405.6753,575.3731,882.8456
South Korea,KOR,2021,1499.4344,624.0739,909.1072
South Korea,KOR,2022,1518.4937,623.7887,873.8059
South Korea,KOR,2023,1489.5963,600.7471,844.99316
South Korea,KOR,2024,1540.1671,636.4874,792.4115
South and Central America (EI),,1965,1019.5386,147.71014,67.209816
South and Central America (EI),,1966,1076.9752,157.82979,67.89776
South and Central America (EI),,1967,1108.2856,170.15462,71.90734
South and Central America (EI),,1968,1181.5742,178.75238,68.96926
South and Central America (EI),,1969,1226.397,184.2801,75.04892
South and Central America (EI),,1970,1308.9486,188.00996,83.174774
South and Central America (EI),,1971,1375.8567,191.4859,77.297134
South and Central America (EI),,1972,1488.046,202.40028,75.72361
South and Central America (EI),,1973,1627.3782,229.72734,79.03737
South and Central America (EI),,1974,1693.6722,242.95543,86.27545
South and Central America (EI),,1975,1678.9966,241.73022,90.53494
South and Central America (EI),,1976,1752.3674,282.5842,91.11082
South and Central America (EI),,1977,1833.2556,304.86447,104.11946
South and Central America (EI),,1978,1904.1782,315.20517,111.575554
South and Central America (EI),,1979,1987.1328,339.18698,118.00362
South and Central America (EI),,1980,2002.9622,360.9068,125.108696
South and Central America (EI),,1981,1971.8092,372.04678,123.52162
South and Central America (EI),,1982,1919.4972,412.86374,124.23348
South and Central America (EI),,1983,1843.949,427.55777,138.14989
South and Central America (EI),,1984,1832.5155,461.56915,158.64099
South and Central America (EI),,1985,1819.9281,471.37405,183.82
South and Central America (EI),,1986,1907.6616,509.39963,185.60352
South and Central America (EI),,1987,1955.895,511.25092,204.5869
South and Central America (EI),,1988,2007.0831,554.6041,202.7086
South and Central America (EI),,1989,2013.9875,575.12164,218.93727
South and Central America (EI),,1990,2007.1876,595.6103,183.94098
South and Central America (EI),,1991,2031.512,605.15717,194.67995
South and Central America (EI),,1992,2122.9707,622.54315,204.23633
South and Central America (EI),,1993,2150.9434,669.835,206.66272
South and Central America (EI),,1994,2288.1458,703.93097,219.04224
South and Central America (EI),,1995,2379.8335,774.3447,222.48586
South and Central America (EI),,1996,2439.0188,857.1985,229.01283
South and Central America (EI),,1997,2593.39,874.9037,245.9441
South and Central America (EI),,1998,2677.3196,937.8664,241.29764
South and Central America (EI),,1999,2690.9602,925.2252,239.12917
South and Central America (EI),,2000,2776.4006,983.3368,243.9704
South and Central America (EI),,2001,2827.493,1031.9049,230.43242
South and Central America (EI),,2002,2804.7432,1046.6833,228.37091
South and Central America (EI),,2003,2727.2222,1095.907,242.54173
South and Central America (EI),,2004,2857.0103,1224.2316,255.0107
South and Central America (EI),,2005,2926.859,1271.3914,241.0528
South and Central America (EI),,2006,3030.0996,1375.1427,278.14676
South and Central America (EI),,2007,3174.8528,1411.4226,296.35483
South and Central America (EI),,2008,3270.9453,1414.4355,318.07724
South and Central America (EI),,2009,3233.8967,1358.4406,268.57733
South and Central America (EI),,2010,3366.3591,1472.789,324.91766
South and Central America (EI),,2011,3491.3833,1521.2982,346.27237
South and Central America (EI),,2012,3634.0732,1617.8892,366.81802
South and Central America (EI),,2013,3744.5261,1673.1067,398.404
South and Central America (EI),,2014,3756.916,1726.1266,417.64188
South and Central America (EI),,2015,3665.9326,1778.4172,412.42905
South and Central America (EI),,2016,3592.0645,1742.7349,397.91803
South and Central America (EI),,2017,3540.9968,1760.6947,388.16406
South and Central America (EI),,2018,3424.303,1689.7452,382.02115
South and Central America (EI),,2019,3405.9177,1625.1001,387.1
South and Central America (EI),,2020,2947.9214,1485.6298,350.9514
South and Central America (EI),,2021,3252.955,1684.9952,389.71115
South and Central America (EI),,2022,3476.6018,1623.2875,350.60303
South and Central America (EI),,2023,3551.279,1616.4501,326.05408
South and Central America (EI),,2024,3551.2703,1689.3585,311.76495
Spain,ESP,1965,166.38136,0,112.811005
Spain,ESP,1966,196.83344,0,104.367615
Spain,ESP,1967,238.4801,0,106.0656
Spain,ESP,1968,253.3006,0,107.36816
Spain,ESP,1969,288.38126,0.9393,108.0427
Spain,ESP,1970,328.98575,0.7474,114.13682
Spain,ESP,1971,362.11,3.9794002,114.70669
Spain,ESP,1972,381.81464,11.716,117.47463
Spain,ESP,1973,458.62744,11.312,115.05559
Spain,ESP,1974,480.74136,14.139999,111.43866
Spain,ESP,1975,499.90475,14.5844,123.49897
Spain,ESP,1976,567.02826,16.7458,119.61455
Spain,ESP,1977,535.35486,16.0994,128.12772
Spain,ESP,1978,551.28845,16.4933,110.11285
Spain,ESP,1979,584.30664,15.937799,125.49933
Spain,ESP,1980,618.6684,20.4323,144.66557
Spain,ESP,1981,599.03894,23.331001,178.46236
Spain,ESP,1982,566.287,25.441898,197.76814
